Date,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27
27/02/2018,66,52,84,71,52,25,62,46,98,84,3,23,7,76,96,68,33,19,39,27,82,95,46,53,79,32,11
26/02/2018,39,94,81,89,50,83,17,44,47,40,2,39,31,28,41,29,41,32,42,18,24,2,93,20,4,54,60
25/02/2018,10,8,87,3,23,54,27,57,49,8,22,70,31,38,90,30,93,16,41,99,55,52,58,21,29,85,35
24/02/2018,54,18,35,28,8,94,20,77,83,77,6,98,20,88,50,57,12,6,83,25,93,14,19,82,45,76,72
23/02/2018,44,15,84,77,82,19,64,84,48,48,59,60,52,47,95,80,98,92,14,56,86,16,55,51,92,21,2
22/02/2018,65,34,13,88,10,20,24,67,24,13,91,34,17,91,23,18,59,4,86,61,71,95,55,9,90,47,65
21/02/2018,59,61,42,97,54,77,94,57,10,23,75,43,61,97,97,27,30,51,38,41,48,37,17,6,5,85,77
20/02/2018,28,34,12,0,58,33,15,3,42,76,11,46,14,91,23,92,83,74,30,1,13,84,9,85,14,90,83
19/02/2018,8,45,29,35,82,19,55,91,29,44,54,71,38,51,75,61,79,52,92,98,4,98,9,99,5,82,42
18/02/2018,71,6,26,20,28,64,87,77,41,73,82,93,96,0,38,55,2,5,94,52,95,84,15,50,60,15,12
17/02/2018,71,6,26,20,28,64,87,77,41,73,82,93,96,0,38,55,2,5,94,52,95,84,15,50,60,15,12
16/02/2018,71,6,26,20,28,64,87,77,41,73,82,93,96,0,38,55,2,5,94,52,95,84,15,50,60,15,12
15/02/2018,71,6,26,20,28,64,87,77,41,73,82,93,96,0,38,55,2,5,94,52,95,84,15,50,60,15,12
14/02/2018,71,6,26,20,28,64,87,77,41,73,82,93,96,0,38,55,2,5,94,52,95,84,15,50,60,15,12
13/02/2018,89,66,23,92,89,51,49,66,57,25,63,52,2,31,24,95,76,23,22,87,35,53,56,20,78,49,80
12/02/2018,99,19,77,50,2,88,79,60,93,39,0,77,33,66,85,13,80,35,58,66,19,39,91,25,2,29,95
11/02/2018,68,37,8,76,53,21,80,37,8,59,98,22,37,79,12,5,36,74,2,62,67,25,27,66,10,81,63
10/02/2018,81,83,89,99,40,22,62,38,80,16,4,30,2,54,6,64,50,47,42,73,5,66,30,88,15,32,5
09/02/2018,25,80,54,66,1,50,39,97,95,12,53,77,94,2,20,68,35,54,77,42,81,68,93,56,94,68,50
08/02/2018,75,61,26,53,60,29,70,79,25,55,62,48,44,27,77,52,21,11,41,15,76,83,13,98,15,38,85
07/02/2018,25,77,17,81,6,52,84,60,1,1,93,15,4,55,73,88,88,96,50,79,72,43,32,92,64,12,80
06/02/2018,95,48,26,33,58,86,2,71,13,80,85,37,93,17,60,4,51,99,66,58,36,73,88,18,54,11,98
05/02/2018,29,4,7,56,4,53,31,91,0,50,85,69,86,55,12,94,97,78,32,67,64,71,84,73,41,24,77
04/02/2018,43,38,90,30,9,35,71,99,83,79,67,75,65,74,88,25,28,19,33,35,93,89,3,53,3,38,32
03/02/2018,1,85,8,79,14,27,15,15,34,10,75,6,57,79,98,77,4,23,84,76,83,67,64,63,40,49,3
02/02/2018,73,68,5,62,87,86,29,41,98,16,75,25,74,0,73,80,72,97,22,30,60,2,4,48,23,69,70
01/02/2018,51,11,73,55,84,50,66,36,83,91,88,44,71,42,77,88,74,33,89,40,80,4,17,70,42,44,3
30/01/2018,29,40,65,91,85,38,24,24,81,56,99,2,57,75,70,49,46,62,91,35,3,83,96,31,57,47,20
29/01/2018,47,72,35,72,41,37,17,33,4,57,26,88,53,72,50,24,15,39,45,2,45,70,26,32,94,50,33
28/01/2018,51,8,45,25,85,29,96,49,18,27,98,94,42,34,88,10,22,21,86,90,72,87,76,50,94,95,43
27/01/2018,83,21,72,17,20,93,19,82,64,34,11,2,16,12,33,86,80,82,53,79,61,50,29,35,15,5,91
26/01/2018,45,44,17,35,81,14,77,30,47,91,72,63,93,96,26,32,12,28,20,43,11,90,80,1,64,46,95
25/01/2018,68,26,89,22,97,33,44,93,19,1,21,46,67,2,75,32,54,62,36,92,75,91,32,93,0,41,9
24/01/2018,57,42,49,56,17,51,10,26,77,3,70,40,9,27,55,12,22,59,10,62,43,12,39,35,60,11,46
23/01/2018,1,99,48,56,45,21,21,29,17,11,73,73,55,88,57,72,78,4,92,55,62,82,21,98,0,30,29
22/01/2018,60,16,56,7,4,71,14,14,84,80,22,8,78,50,67,50,85,52,14,66,28,54,36,26,18,50,65
21/01/2018,39,85,43,62,90,49,25,15,54,62,8,1,76,11,2,85,54,36,70,22,96,43,94,52,80,48,71
20/01/2018,63,63,91,62,70,38,85,51,5,85,3,28,77,51,55,95,0,86,36,37,32,44,95,18,28,76,53
19/01/2018,21,40,57,49,94,79,33,91,71,51,72,8,44,31,29,37,97,62,79,99,18,75,85,34,56,61,31
18/01/2018,1,15,52,87,39,94,23,55,83,98,53,91,86,62,76,62,83,91,91,4,47,37,17,8,4,14,39
17/01/2018,9,42,97,79,22,9,80,83,93,60,34,6,69,77,70,94,89,76,5,3,63,5,36,8,55,71,28
16/01/2018,66,37,6,85,87,38,53,67,82,95,77,96,29,77,34,0,16,24,82,11,38,7,82,60,20,7,2
15/01/2018,98,84,21,97,94,82,95,26,21,28,12,5,23,75,71,61,28,41,53,42,49,1,94,45,15,80,46
14/01/2018,21,3,37,66,73,49,38,33,44,68,85,14,48,9,4,30,49,28,47,79,10,43,85,37,32,76,11
13/01/2018,64,56,52,61,84,94,73,63,56,63,59,7,38,62,34,13,11,19,17,72,12,51,40,16,68,50,37
12/01/2018,77,2,11,59,46,86,1,93,90,4,36,30,48,49,18,92,80,17,5,60,23,56,84,34,83,24,62
11/01/2018,49,8,72,85,55,20,52,90,85,38,20,73,3,74,76,39,85,11,14,77,6,47,16,26,7,93,86
10/01/2018,44,0,84,33,14,80,20,97,37,82,76,48,13,74,50,56,20,84,59,33,88,33,10,72,4,48,45
09/01/2018,62,66,84,50,80,20,17,96,23,27,67,88,30,95,89,45,99,64,87,61,39,73,62,59,64,70,1
08/01/2018,8,55,54,50,32,9,42,93,73,79,10,60,53,81,90,7,37,48,32,8,17,93,13,85,63,53,36
07/01/2018,57,91,84,21,77,80,70,82,68,63,80,93,0,22,49,92,53,50,46,63,89,4,20,42,29,8,78
06/01/2018,89,13,63,26,26,26,69,77,13,66,10,96,83,75,53,10,71,78,41,93,79,37,70,48,96,76,32
05/01/2018,5,22,73,67,70,10,37,62,68,51,10,66,8,14,91,96,93,71,57,42,6,23,16,63,83,99,47
04/01/2018,74,20,13,91,1,78,36,54,14,14,95,97,81,33,71,65,20,52,24,50,79,33,49,37,53,41,28
03/01/2018,17,88,78,89,50,57,29,4,74,89,74,22,5,8,28,18,96,60,99,62,60,56,56,81,72,64,23
02/01/2018,31,88,34,61,91,35,46,41,31,59,98,17,88,86,91,87,1,51,63,35,83,6,76,21,71,91,40
01/01/2018,62,44,25,37,14,50,12,7,90,81,94,16,42,43,27,71,3,59,67,43,15,77,2,29,32,58,36
30/12/2019,88,68,91,57,20,40,8,54,83,94,18,15,45,17,5,7,29,60,1,45,19,11,77,61,22,6,81
29/12/2019,1,60,5,26,66,92,63,4,7,96,93,16,11,55,20,28,44,60,25,1,27,81,99,85,51,52,55
28/12/2019,1,0,98,5,80,10,54,7,86,35,23,42,27,11,88,76,22,62,87,21,85,36,96,89,65,84,10
27/12/2019,77,8,64,37,66,94,51,26,58,34,83,55,78,18,63,19,95,84,18,66,80,96,2,47,32,41,0
26/12/2019,39,89,49,19,34,76,49,73,92,54,59,63,54,47,47,10,20,58,82,74,86,72,54,75,2,74,80
25/12/2019,81,30,92,24,7,61,86,28,4,30,42,72,58,51,59,49,94,13,76,26,33,59,18,38,59,2,43
24/12/2019,26,16,43,18,13,26,17,21,53,79,58,67,84,3,54,79,2,84,33,62,88,63,88,88,98,94,57
23/12/2019,24,75,69,12,29,35,44,2,12,3,1,35,91,96,51,84,2,26,60,94,74,27,4,52,15,76,7
22/12/2019,42,86,29,44,89,81,98,70,29,50,1,50,33,69,59,26,70,24,96,8,63,26,80,13,80,53,12
21/12/2019,48,28,85,91,5,36,6,3,88,90,91,59,10,84,38,49,46,60,47,96,75,12,50,26,24,23,5
20/12/2019,84,10,10,43,37,37,50,57,63,88,78,47,81,94,91,8,9,70,76,83,86,88,99,94,75,44,87
19/12/2019,81,29,0,64,44,62,27,49,74,21,26,60,50,49,11,84,33,89,58,73,35,38,62,74,89,75,26
18/12/2019,49,95,15,68,67,87,76,25,80,75,12,92,10,69,28,40,88,70,40,82,58,33,89,84,49,14,13
17/12/2019,22,60,34,96,25,14,78,92,37,11,25,71,18,35,71,14,24,82,66,41,77,81,89,32,72,82,76
16/12/2019,68,59,13,97,90,53,54,79,60,63,96,22,23,30,55,41,40,10,61,74,39,1,38,19,73,48,49
15/12/2019,6,81,1,8,94,51,58,13,68,41,72,36,75,27,76,2,4,14,32,27,56,12,95,25,97,53,6
14/12/2019,94,45,78,6,26,84,86,70,75,2,29,58,83,40,82,92,79,40,2,5,2,24,89,21,93,46,91
13/12/2019,76,96,49,17,51,32,60,43,75,26,88,60,48,92,28,76,86,61,60,84,14,93,13,49,16,93,1
12/12/2019,47,1,68,73,12,76,39,99,48,94,23,60,4,27,58,62,40,35,69,1,23,24,75,82,27,1,77
11/12/2019,85,0,99,76,1,42,78,22,54,97,50,59,20,57,47,10,38,78,24,18,61,7,99,44,53,15,87
10/12/2019,33,48,72,19,94,80,81,36,66,96,44,87,23,32,0,24,64,16,9,22,62,16,87,60,49,54,21
09/12/2019,76,57,76,12,92,15,21,31,59,36,47,37,27,72,83,11,36,23,8,13,94,28,93,87,22,38,1
08/12/2019,40,39,48,86,56,50,0,25,76,19,44,29,63,92,49,78,39,90,67,66,54,64,69,96,42,77,12
07/12/2019,38,99,9,21,72,78,29,16,61,46,56,56,28,41,68,16,28,6,92,36,4,73,82,21,99,68,40
06/12/2019,30,28,51,34,41,56,56,90,76,57,26,64,27,7,88,61,26,43,17,40,87,75,28,84,21,66,25
05/12/2019,67,21,42,93,9,80,94,75,94,42,84,61,30,40,42,25,74,37,6,43,92,38,87,90,35,78,75
04/12/2019,19,70,32,64,51,73,1,2,98,61,92,77,41,60,19,4,16,13,35,7,80,73,31,39,55,93,82
03/12/2019,97,44,20,46,95,6,77,37,44,93,68,65,37,57,68,79,81,78,98,31,39,11,75,6,8,79,29
02/12/2019,97,13,89,51,54,57,21,54,1,94,13,90,96,85,77,25,7,4,41,38,98,78,62,56,62,97,8
01/12/2019,87,89,48,59,32,32,20,61,62,26,98,8,82,27,21,57,34,80,78,80,61,15,23,61,90,69,18
30/11/2019,96,18,0,20,50,81,75,84,68,90,48,92,94,19,86,63,93,43,68,47,85,51,3,52,62,76,54
29/11/2019,3,81,5,78,87,48,96,1,65,48,37,42,13,38,52,22,65,31,25,45,3,38,34,47,35,66,78
28/11/2019,32,89,71,32,11,47,89,43,84,20,30,42,20,19,46,12,69,49,78,91,14,76,34,86,1,81,16
27/11/2019,57,79,63,23,26,25,16,42,6,89,73,7,24,25,49,22,59,6,46,58,40,7,26,7,19,22,79
26/11/2019,31,10,92,91,19,57,43,35,42,84,17,95,20,99,85,48,41,6,90,46,32,7,58,81,42,93,36
25/11/2019,68,14,26,36,39,89,56,74,85,24,98,58,7,31,8,26,13,50,84,13,47,11,47,26,81,85,93
24/11/2019,42,83,24,27,37,13,13,50,73,3,41,40,76,39,72,78,65,41,79,50,65,43,6,77,55,91,36
23/11/2019,36,89,61,68,12,47,52,23,77,8,62,61,97,42,12,1,74,84,91,47,68,50,96,80,5,87,25
22/11/2019,78,46,45,30,38,90,39,17,23,72,23,54,56,48,73,31,95,30,71,23,54,88,82,95,90,76,87
21/11/2019,15,24,86,84,20,3,5,68,58,50,76,35,4,64,57,89,95,43,43,10,69,68,31,3,8,12,11
20/11/2019,51,65,5,4,3,97,53,58,60,6,9,44,23,54,35,21,98,40,59,58,29,54,12,87,77,30,55
19/11/2019,42,40,33,99,47,83,86,84,4,66,98,81,44,80,27,69,40,18,9,39,58,58,31,51,98,64,63
18/11/2019,84,47,55,60,75,72,93,7,64,14,83,92,51,12,0,65,42,11,42,31,23,34,53,79,38,20,45
17/11/2019,0,87,13,68,75,29,24,81,21,21,52,93,17,71,71,13,42,43,75,63,58,30,86,1,2,71,7
16/11/2019,82,87,68,92,85,37,3,20,79,56,42,10,26,14,93,19,49,0,98,46,84,83,63,77,78,35,49
15/11/2019,8,47,86,35,32,50,58,2,87,46,87,83,49,5,74,92,91,61,71,55,48,0,83,50,77,19,69
14/11/2019,58,26,2,1,80,90,9,11,95,87,61,32,4,32,86,13,75,91,25,10,13,19,77,91,66,54,65
13/11/2019,18,39,54,27,45,8,50,16,68,29,48,97,76,28,79,38,7,83,6,65,94,80,67,94,68,81,75
12/11/2019,44,33,62,39,69,76,81,55,78,14,40,3,48,52,74,47,34,5,21,55,92,36,94,55,63,97,7
11/11/2019,16,44,35,9,81,19,20,19,39,17,75,23,32,55,96,69,70,14,94,14,59,52,20,27,51,2,87
10/11/2019,10,35,10,59,33,28,48,33,26,21,91,44,85,56,58,8,2,93,40,47,69,5,49,33,57,55,70
09/11/2019,2,77,63,50,73,93,91,67,90,0,77,83,95,91,85,93,88,95,72,0,58,9,98,60,73,3,74
08/11/2019,92,5,38,24,72,30,33,87,27,62,52,77,77,3,27,95,9,6,86,73,65,25,51,80,28,67,58
07/11/2019,24,95,91,31,96,55,1,66,56,40,83,3,76,54,86,75,99,36,36,14,7,0,23,83,95,96,5
06/11/2019,81,84,19,9,26,2,0,71,15,43,23,93,58,84,58,32,44,71,88,76,15,90,5,47,85,42,43
05/11/2019,90,34,10,21,34,93,88,22,57,32,4,62,0,29,32,43,59,57,63,3,98,91,51,78,94,48,54
04/11/2019,43,52,48,39,80,94,75,80,77,23,78,87,67,59,40,0,90,21,99,71,76,7,87,75,15,24,74
03/11/2019,11,4,38,35,12,24,9,64,45,34,47,74,94,25,60,44,84,44,93,74,29,3,77,90,20,17,11
02/11/2019,94,98,10,95,25,7,67,46,93,67,39,64,81,81,55,62,73,79,94,2,59,45,69,65,46,47,68
01/11/2019,68,92,92,23,33,45,14,61,62,11,16,52,3,64,52,78,70,20,72,86,56,71,39,51,83,72,87
30/10/2019,98,63,23,99,78,89,96,46,42,11,68,30,45,50,71,54,27,68,49,14,49,56,3,26,24,47,15
29/10/2019,42,4,55,14,23,59,82,81,28,15,99,96,71,39,13,71,63,63,43,72,56,58,67,52,76,43,34
28/10/2019,39,97,25,49,55,60,23,3,86,1,60,70,16,34,59,31,18,46,54,27,66,31,3,1,9,3,17
27/10/2019,16,97,33,89,68,11,97,23,14,89,63,98,39,93,0,61,46,84,49,22,60,34,91,49,28,2,26
26/10/2019,9,97,42,34,1,80,13,93,68,59,70,19,71,68,68,42,76,90,5,28,5,87,52,85,94,59,11
25/10/2019,84,11,2,80,48,0,87,82,79,13,57,63,63,62,21,49,21,7,3,35,77,43,76,45,22,26,33
24/10/2019,74,57,14,38,90,19,48,62,7,20,19,89,18,84,16,7,43,56,4,15,4,88,90,98,86,99,87
23/10/2019,53,74,96,95,52,32,45,2,54,32,36,0,79,60,60,33,85,37,35,96,87,10,2,12,71,60,34
22/10/2019,37,73,68,29,87,2,34,63,69,78,76,21,49,95,33,57,4,69,69,14,66,5,86,41,35,24,21
21/10/2019,74,33,27,89,84,30,33,34,47,40,30,5,74,27,13,30,88,59,53,25,95,89,20,10,42,30,99
20/10/2019,49,95,76,88,71,92,73,47,43,75,13,43,17,50,60,68,19,61,35,31,96,74,78,0,17,47,86
19/10/2019,98,42,66,97,84,37,28,18,25,42,42,10,28,57,73,8,58,67,37,77,81,71,10,40,59,19,5
18/10/2019,97,32,93,42,83,19,3,59,37,29,48,59,77,95,85,18,97,14,11,48,47,44,78,67,62,74,98
17/10/2019,61,60,58,68,58,40,70,64,9,44,78,49,47,77,0,53,45,15,37,39,48,41,73,27,53,73,41
16/10/2019,41,5,90,54,6,76,97,12,94,29,55,16,5,73,8,25,15,61,16,45,81,65,41,7,63,29,2
15/10/2019,30,47,58,20,81,54,16,76,29,47,69,78,45,47,91,94,25,49,84,29,64,71,6,23,43,58,37
14/10/2019,11,57,21,17,33,36,79,44,25,67,75,59,77,53,40,62,26,44,75,55,80,75,87,38,50,36,2
13/10/2019,48,61,78,43,83,96,37,92,22,24,71,93,23,35,77,44,91,36,81,0,54,62,87,70,24,81,34
12/10/2019,9,92,70,47,75,86,34,82,80,48,35,63,44,24,29,69,97,16,34,3,78,19,58,84,86,45,64
11/10/2019,68,0,12,14,50,74,18,67,18,1,57,31,36,57,95,94,87,8,3,80,48,95,79,81,58,28,27
10/10/2019,46,87,69,86,21,83,92,17,2,74,83,9,40,24,28,4,60,5,20,59,72,34,53,81,30,29,42
09/10/2019,84,20,70,26,84,70,21,81,32,39,72,50,93,78,66,98,35,22,8,97,27,53,30,33,48,64,34
08/10/2019,1,29,26,77,63,37,93,35,56,31,97,11,54,69,68,89,5,50,89,82,45,38,74,21,48,18,68
07/10/2019,0,57,3,6,35,99,43,64,14,88,93,65,17,89,16,75,64,47,80,95,47,83,29,54,24,74,85
06/10/2019,75,41,66,29,94,30,22,82,40,35,92,4,78,67,63,77,30,12,91,88,56,60,26,24,49,14,56
05/10/2019,52,31,44,25,66,76,69,58,78,13,2,6,71,92,91,52,46,40,42,75,16,71,64,4,9,11,50
04/10/2019,51,90,99,50,21,40,93,46,99,41,56,19,88,50,70,50,29,74,24,67,22,76,98,52,92,91,62
03/10/2019,27,66,73,82,81,54,59,19,52,27,74,25,39,7,77,61,75,28,35,1,51,44,75,59,67,14,92
02/10/2019,81,95,16,73,10,88,81,4,74,31,61,56,70,96,76,53,26,15,17,51,9,25,12,81,74,98,57
01/10/2019,15,21,86,66,29,93,15,32,33,53,88,49,85,28,98,97,96,8,63,3,14,57,80,78,45,16,7
30/09/2019,64,86,14,94,20,65,27,0,99,15,95,52,46,72,75,98,98,30,36,15,57,81,69,27,77,33,11
29/09/2019,24,34,36,86,58,70,59,39,80,88,43,80,21,62,29,9,62,81,33,52,84,94,85,68,35,72,43
28/09/2019,16,93,38,14,12,54,39,68,46,12,6,76,84,20,23,72,29,59,60,43,27,41,57,9,37,60,8
27/09/2019,78,1,68,46,68,90,2,29,36,33,23,54,64,54,58,54,11,23,29,64,78,77,76,99,57,92,7
26/09/2019,57,29,71,25,56,20,16,76,2,81,23,98,27,12,54,17,68,15,35,83,89,92,84,0,85,97,79
25/09/2019,59,13,24,22,3,27,31,76,23,89,7,98,49,5,88,84,59,92,67,88,3,7,30,35,36,73,99
24/09/2019,24,68,36,2,1,35,86,72,23,92,82,33,8,56,2,92,25,87,40,73,11,5,16,83,26,2,80
23/09/2019,29,59,60,53,26,18,27,86,88,42,41,77,81,31,20,83,75,88,83,62,43,18,13,11,85,53,5
22/09/2019,74,7,12,18,70,68,86,92,88,79,4,1,8,72,78,38,10,43,69,92,5,86,83,70,2,5,94
21/09/2019,78,59,87,38,62,92,21,14,92,37,75,47,86,40,74,3,20,22,93,60,37,5,67,37,56,84,9
20/09/2019,76,87,25,8,65,33,70,1,53,60,40,56,93,1,98,55,30,56,53,44,86,34,46,35,83,88,44
19/09/2019,20,22,56,78,68,55,10,88,45,23,21,6,61,30,5,80,4,25,49,98,60,79,72,85,27,74,84
18/09/2019,46,3,95,78,10,29,8,36,33,49,54,78,47,21,42,19,30,97,47,70,39,67,22,41,85,6,93
17/09/2019,1,72,25,5,69,72,11,28,7,48,11,52,15,24,75,49,15,34,49,53,67,61,41,57,82,78,49
16/09/2019,97,29,32,96,0,1,80,9,15,16,67,93,9,10,66,62,54,27,99,45,30,93,47,24,78,2,62
15/09/2019,3,62,19,32,65,10,28,79,46,11,56,96,39,68,63,88,29,97,74,73,87,61,48,88,42,12,89
14/09/2019,43,57,83,32,6,48,8,0,50,97,68,20,70,12,87,65,27,25,69,37,89,73,68,34,57,56,37
13/09/2019,82,97,18,91,92,44,86,18,56,67,84,9,70,80,37,92,24,79,20,44,3,74,33,48,79,26,38
12/09/2019,17,5,73,32,63,14,89,94,36,55,23,3,64,56,20,97,67,28,66,47,26,21,24,15,64,70,80
11/09/2019,41,20,67,37,63,36,4,49,67,69,12,12,41,99,53,64,18,64,5,69,12,63,48,61,74,77,7
10/09/2019,11,42,32,47,27,58,82,12,73,74,17,68,70,23,36,16,98,75,25,15,51,47,87,24,71,43,6
09/09/2019,83,17,60,45,23,19,78,82,20,38,70,64,86,34,28,68,65,17,51,31,17,57,48,4,16,26,91
08/09/2019,68,79,5,51,14,63,38,95,27,83,97,96,82,22,30,63,28,85,48,53,91,79,97,23,2,0,13
07/09/2019,16,57,35,64,57,70,9,90,49,83,38,2,25,68,82,76,55,59,74,83,3,52,21,88,48,21,70
06/09/2019,17,45,48,10,36,26,19,22,27,9,6,70,14,24,96,21,26,35,41,81,47,66,67,96,60,31,77
05/09/2019,51,94,37,90,0,89,71,70,3,10,40,53,3,12,85,3,55,78,99,94,41,96,57,50,3,16,58
04/09/2019,84,30,5,16,98,75,48,21,4,13,74,93,24,65,10,90,35,82,36,96,36,55,42,63,58,57,32
03/09/2019,54,95,23,77,61,43,78,55,6,96,92,29,74,13,20,26,69,65,18,3,4,87,94,83,60,82,6
02/09/2019,25,27,21,9,81,70,26,80,78,39,61,88,16,5,41,46,63,40,12,43,54,85,57,12,24,52,61
01/09/2019,97,68,60,53,62,49,36,93,24,29,34,77,95,69,97,18,62,28,18,93,75,85,64,84,19,31,77
30/08/2019,66,40,88,72,25,32,64,27,66,93,78,92,76,8,73,99,63,52,90,85,25,66,90,79,19,83,63
29/08/2019,73,25,2,36,76,63,27,35,12,28,52,55,13,25,41,4,30,20,63,24,72,28,96,55,24,96,79
28/08/2019,62,49,85,92,38,30,99,81,32,62,8,59,24,86,76,43,63,7,25,34,9,84,53,99,32,71,54
27/08/2019,62,98,95,58,49,7,24,49,20,50,33,66,27,29,67,20,68,8,99,92,62,14,14,2,60,41,45
26/08/2019,63,99,67,59,20,10,93,95,58,64,39,17,27,0,37,84,68,39,91,63,44,78,5,0,58,85,98
25/08/2019,1,76,64,44,22,0,65,96,82,61,38,46,25,72,92,29,35,42,8,46,80,7,78,30,71,13,19
24/08/2019,62,45,25,90,17,78,51,69,71,19,73,40,61,4,92,82,79,94,40,82,82,45,22,23,44,31,28
23/08/2019,47,63,18,66,12,38,31,91,23,80,76,62,73,78,34,87,72,67,87,89,21,48,94,1,80,39,89
22/08/2019,93,81,17,98,20,4,60,31,89,40,39,28,40,58,69,58,56,16,23,34,75,33,64,52,39,41,44
21/08/2019,37,19,56,48,78,56,93,14,4,25,44,50,72,65,9,98,76,89,42,50,54,87,95,95,50,58,0
20/08/2019,65,61,38,32,78,53,45,54,59,97,53,0,84,50,75,68,19,79,61,21,72,84,53,51,8,19,84
19/08/2019,82,67,62,97,38,17,41,4,30,68,6,42,84,91,94,97,99,93,58,7,57,72,35,70,52,35,66
18/08/2019,11,84,79,80,23,72,1,63,97,96,3,65,9,46,65,70,65,78,22,45,7,20,11,47,9,18,53
17/08/2019,98,43,81,28,85,1,52,45,20,68,44,99,90,33,20,98,30,60,5,93,58,77,40,82,27,67,53
16/08/2019,74,34,51,71,70,13,12,62,64,91,30,19,23,11,6,88,35,93,38,11,68,3,40,83,3,47,93
15/08/2019,74,35,21,77,80,36,52,57,61,83,91,21,47,22,53,52,56,49,39,3,55,48,38,76,11,55,25
14/08/2019,84,12,49,71,39,92,48,59,40,29,49,14,45,64,20,38,63,94,63,64,78,27,5,63,58,98,38
13/08/2019,81,98,90,12,76,3,68,54,9,6,2,78,24,52,99,20,43,55,66,44,22,22,67,0,76,15,91
12/08/2019,59,52,36,29,68,59,53,64,93,96,78,88,47,41,76,5,12,23,10,34,1,33,58,41,82,53,62
11/08/2019,76,84,86,38,32,72,35,28,81,74,5,31,65,8,27,36,84,34,43,69,41,72,75,26,92,50,87
10/08/2019,40,56,65,92,65,51,53,2,94,20,72,14,65,3,65,5,3,96,56,43,68,76,85,47,62,95,84
09/08/2019,2,46,58,6,59,67,15,5,56,82,30,69,66,83,57,23,82,62,79,3,34,44,4,94,55,44,77
08/08/2019,62,8,75,75,23,26,91,8,37,64,61,67,19,28,53,0,92,20,32,98,92,95,5,39,18,92,75
07/08/2019,26,86,11,7,15,30,3,93,19,30,4,36,23,28,0,18,84,97,50,91,19,39,36,0,59,28,23
06/08/2019,48,32,38,93,56,50,63,49,3,13,8,28,36,90,84,99,41,47,90,78,91,67,1,91,47,9,88
05/08/2019,91,94,49,51,25,44,45,44,89,81,91,12,68,33,76,91,46,92,36,7,95,72,35,89,87,93,57
04/08/2019,32,70,5,81,52,78,41,64,44,6,29,39,87,73,53,12,37,94,78,10,25,54,89,31,75,32,52
03/08/2019,33,18,55,58,82,86,70,22,85,12,39,37,94,74,67,62,8,52,33,82,91,14,96,37,88,69,5
02/08/2019,82,45,69,38,94,22,79,44,77,40,71,91,12,56,72,44,51,44,19,21,53,78,29,91,68,79,63
01/08/2019,56,68,94,36,22,12,65,85,62,68,1,56,61,92,37,41,24,50,17,50,16,35,95,5,20,17,14
30/07/2019,57,94,18,42,74,18,69,5,90,26,75,57,25,19,47,63,30,81,21,68,47,32,28,95,39,67,30
29/07/2019,18,7,61,15,89,19,37,48,92,53,14,25,83,85,71,80,39,47,80,97,84,11,57,77,74,64,45
28/07/2019,8,54,25,71,13,49,56,24,52,52,92,91,69,35,88,83,78,31,69,44,92,30,69,16,93,30,11
27/07/2019,94,71,86,97,92,37,18,54,92,60,17,88,33,43,78,22,20,49,33,2,92,96,51,74,33,10,17
26/07/2019,20,76,3,50,70,17,99,52,24,53,31,59,32,95,73,50,3,3,17,55,6,41,43,30,42,5,6
25/07/2019,82,63,40,22,56,72,55,78,71,93,72,22,30,18,82,22,11,44,2,30,39,5,7,64,35,34,96
24/07/2019,61,99,29,0,21,59,82,33,47,88,22,5,0,63,17,85,49,64,5,1,92,35,19,8,92,49,42
23/07/2019,74,90,21,71,52,77,17,22,28,43,16,9,41,24,55,76,85,48,23,11,15,16,45,57,22,64,56
22/07/2019,98,24,8,8,90,60,26,37,47,43,17,96,16,58,21,36,24,83,84,97,15,52,0,3,29,27,79
21/07/2019,45,60,75,28,55,71,64,69,22,17,42,82,24,73,22,73,96,32,10,44,83,3,45,92,54,47,99
20/07/2019,5,44,32,51,99,66,72,53,77,54,77,83,11,1,88,38,9,34,90,35,99,85,45,87,30,16,56
19/07/2019,2,36,79,98,21,97,39,28,90,71,10,87,82,76,51,6,25,13,7,67,92,12,45,63,84,94,22
18/07/2019,7,61,30,75,29,44,48,76,38,80,27,32,70,69,48,97,54,3,18,10,13,60,9,38,9,11,43
17/07/2019,9,30,63,29,51,86,32,83,0,2,72,56,38,88,20,8,92,4,85,0,14,40,99,78,40,8,73
16/07/2019,55,21,49,45,98,80,29,99,58,93,98,22,90,98,37,33,56,96,0,35,26,53,41,81,15,46,43
15/07/2019,7,4,88,40,87,52,59,22,83,87,30,75,23,6,51,37,31,51,8,74,20,14,23,53,85,17,11
14/07/2019,2,26,65,1,70,55,53,46,76,25,20,4,23,37,82,25,10,12,74,68,14,34,0,26,5,8,73
13/07/2019,97,29,93,6,71,21,42,45,63,44,30,83,73,42,30,30,37,19,94,2,23,89,94,55,46,79,11
12/07/2019,89,76,61,43,78,51,73,71,98,37,11,30,82,64,97,33,59,36,28,40,17,48,10,58,23,86,57
11/07/2019,66,15,32,25,91,70,72,46,77,88,65,25,40,83,58,22,0,0,57,19,71,57,2,24,8,38,84
10/07/2019,66,27,88,58,67,30,69,59,19,58,33,78,30,31,38,65,1,55,92,4,92,40,29,59,57,19,82
